"Frequency", "Magnitude"
182.0, -12.131904
184.0, -12.143489
186.0, -12.154165
187.0, -12.159178
189.0, -12.168579
191.0, -12.177183
192.0, -12.181199
194.0, -12.188683
196.0, -12.195465
198.0, -12.201580
199.0, -12.204397
201.0, -12.209570
203.0, -12.214151
205.0, -12.218167
207.0, -12.221645
209.0, -12.224607
210.0, -12.225902
212.0, -12.228132
214.0, -12.229900
216.0, -12.231226
218.0, -12.232127
220.0, -12.232619
222.0, -12.232719
224.0, -12.232443
226.0, -12.231803
228.0, -12.230813
230.0, -12.229486
232.0, -12.227833
235.0, -12.224767
237.0, -12.222347
239.0, -12.219638
241.0, -12.216648
243.0, -12.213386
245.0, -12.209861
248.0, -12.204095
250.0, -12.199943
252.0, -12.195552
254.0, -12.190929
257.0, -12.183572
259.0, -12.178394
261.0, -12.173004
264.0, -12.164532
266.0, -12.158633
268.0, -12.152539
271.0, -12.143042
273.0, -12.136478
276.0, -12.126297
278.0, -12.119290
281.0, -12.108462
283.0, -12.101036
286.0, -12.089594
289.0, -12.077802
291.0, -12.069751
294.0, -12.057398
296.0, -12.048984
299.0, -12.036104
302.0, -12.022923
305.0, -12.009453
307.0, -12.000318
310.0, -11.986392
313.0, -11.972211
316.0, -11.957786
319.0, -11.943131
321.0, -11.933239
324.0, -11.918232
327.0, -11.903033
330.0, -11.887657
333.0, -11.872120
336.0, -11.856440
339.0, -11.840633
342.0, -11.824717
345.0, -11.808711
349.0, -11.787263
352.0, -11.771122
355.0, -11.754958
358.0, -11.738791
361.0, -11.722643
365.0, -11.701180
368.0, -11.685162
371.0, -11.669238
375.0, -11.648192
378.0, -11.632575
381.0, -11.617129
385.0, -11.596836
388.0, -11.581873
392.0, -11.562304
395.0, -11.547940
399.0, -11.529245
403.0, -11.511111
406.0, -11.497904
410.0, -11.480848
414.0, -11.464456
417.0, -11.452615
421.0, -11.437452
425.0, -11.423021
429.0, -11.409338
433.0, -11.396411
437.0, -11.384246
441.0, -11.372841
445.0, -11.362192
449.0, -11.352287
453.0, -11.343112
457.0, -11.334647
461.0, -11.326869
465.0, -11.319752
469.0, -11.313266
474.0, -11.305998
478.0, -11.300814
482.0, -11.296152
486.0, -11.291975
491.0, -11.287381
495.0, -11.284161
500.0, -11.280646
504.0, -11.278198
509.0, -11.275534
513.0, -11.273680
518.0, -11.271653
523.0, -11.269895
528.0, -11.268349
532.0, -11.267230
537.0, -11.265937
542.0, -11.264721
547.0, -11.263541
552.0, -11.262360
557.0, -11.261146
562.0, -11.259870
567.0, -11.258506
572.0, -11.257032
577.0, -11.255428
582.0, -11.253678
588.0, -11.251366
593.0, -11.249249
598.0, -11.246949
604.0, -11.243938
609.0, -11.241212
615.0, -11.237677
620.0, -11.234506
626.0, -11.230430
632.0, -11.226058
637.0, -11.222189
643.0, -11.217278
649.0, -11.212077
655.0, -11.206591
661.0, -11.200824
667.0, -11.194783
673.0, -11.188472
679.0, -11.181900
685.0, -11.175072
691.0, -11.167995
697.0, -11.160676
704.0, -11.151841
710.0, -11.144021
716.0, -11.135982
723.0, -11.126333
729.0, -11.117839
736.0, -11.107676
743.0, -11.097252
749.0, -11.088114
756.0, -11.077226
763.0, -11.066101
770.0, -11.054746
777.0, -11.043170
784.0, -11.031380
791.0, -11.019382
798.0, -11.007183
805.0, -10.994790
813.0, -10.980395
820.0, -10.967603
827.0, -10.954633
835.0, -10.939599
842.0, -10.926263
850.0, -10.910822
858.0, -10.895173
865.0, -10.881314
873.0, -10.865288
881.0, -10.849068
889.0, -10.832659
897.0, -10.816064
905.0, -10.799288
913.0, -10.782333
922.0, -10.763050
930.0, -10.745727
938.0, -10.728236
947.0, -10.708360
956.0, -10.688277
964.0, -10.670256
973.0, -10.649794
982.0, -10.629135
991.0, -10.608283
1000.0, -10.587241
1009.0, -10.566011
1018.0, -10.544597
1027.0, -10.523001
1036.0, -10.501227
1045.0, -10.479276
1055.0, -10.454684
1064.0, -10.432372
1074.0, -10.407385
1084.0, -10.382196
1094.0, -10.356808
1103.0, -10.333793
1113.0, -10.308038
1124.0, -10.279493
1134.0, -10.253349
1144.0, -10.227026
1154.0, -10.200526
1165.0, -10.171176
1175.0, -10.144316
1186.0, -10.114576
1197.0, -10.084635
1207.0, -10.057244
1218.0, -10.026925
1229.0, -9.996410
1240.0, -9.965696
1252.0, -9.931962
1263.0, -9.900825
1274.0, -9.869479
1286.0, -9.835037
1298.0, -9.800325
1309.0, -9.768256
1321.0, -9.732983
1333.0, -9.697389
1345.0, -9.661447
1357.0, -9.625128
1369.0, -9.588401
1382.0, -9.548106
1394.0, -9.510398
1407.0, -9.468936
1420.0, -9.426771
1433.0, -9.383828
1445.0, -9.343429
1459.0, -9.295280
1472.0, -9.249489
1485.0, -9.202553
1498.0, -9.154362
1512.0, -9.100928
1526.0, -9.045754
1539.0, -8.992824
1553.0, -8.933841
1567.0, -8.872642
1582.0, -8.804422
1596.0, -8.738100
1610.0, -8.669055
1625.0, -8.591885
1639.0, -8.516733
1654.0, -8.432728
1669.0, -8.345010
1684.0, -8.253518
1700.0, -8.151761
1715.0, -8.052536
1730.0, -7.949773
1746.0, -7.836572
1762.0, -7.720152
1778.0, -7.601193
1794.0, -7.480592
1810.0, -7.359478
1826.0, -7.239226
1843.0, -7.114222
1860.0, -6.994258
1876.0, -6.888178
1893.0, -6.785242
1910.0, -6.695035
1928.0, -6.616321
1945.0, -6.560347
1963.0, -6.522749
1980.0, -6.509151
1998.0, -6.518731
2016.0, -6.552887
2035.0, -6.614527
2053.0, -6.695318
2072.0, -6.801556
2090.0, -6.919144
2109.0, -7.057810
2128.0, -7.208000
2147.0, -7.366439
2167.0, -7.538885
2186.0, -7.705428
2206.0, -7.881220
2226.0, -8.055535
2246.0, -8.226800
2267.0, -8.402040
2287.0, -8.563644
2308.0, -8.727061
2329.0, -8.883543
2350.0, -9.032726
2371.0, -9.174357
2392.0, -9.308263
2414.0, -9.440133
2436.0, -9.563316
2458.0, -9.677783
2480.0, -9.783564
2502.0, -9.880754
2525.0, -9.973362
2548.0, -10.057057
2571.0, -10.132231
2594.0, -10.199365
2617.0, -10.259021
2641.0, -10.313963
2665.0, -10.362168
2689.0, -10.404376
2713.0, -10.441303
2738.0, -10.474873
2763.0, -10.504120
2788.0, -10.529636
2813.0, -10.551918
2838.0, -10.571371
2864.0, -10.588936
2890.0, -10.604034
2916.0, -10.616832
2942.0, -10.627416
2969.0, -10.636076
2996.0, -10.642302
3023.0, -10.645963
3050.0, -10.646862
3078.0, -10.644598
3105.0, -10.639004
3133.0, -10.629253
3162.0, -10.614408
3190.0, -10.594942
3219.0, -10.568856
3248.0, -10.536120
3278.0, -10.494663
3307.0, -10.446844
3337.0, -10.389293
3367.0, -10.324046
3398.0, -10.250088
3428.0, -10.175009
3459.0, -10.098467
3491.0, -10.027534
3522.0, -9.974906
3554.0, -9.946061
3586.0, -9.950412
3619.0, -9.993529
3651.0, -10.071603
3684.0, -10.183602
3718.0, -10.323091
3751.0, -10.472197
3785.0, -10.631287
3819.0, -10.789471
3854.0, -10.947036
3889.0, -11.096975
3924.0, -11.238527
3959.0, -11.371900
3995.0, -11.501338
4031.0, -11.624001
4067.0, -11.741064
4104.0, -11.856755
4141.0, -11.968917
4179.0, -12.081558
4216.0, -12.189729
4255.0, -12.303097
4293.0, -12.413766
4332.0, -12.528369
4371.0, -12.644758
4410.0, -12.763637
4450.0, -12.888848
4491.0, -13.021353
4531.0, -13.155370
4572.0, -13.298290
4613.0, -13.447523
4655.0, -13.607668
4697.0, -13.775915
4740.0, -13.957342
4782.0, -14.144268
4826.0, -14.351198
4869.0, -14.565166
4913.0, -14.796865
4958.0, -15.047866
5002.0, -15.307555
5048.0, -15.594493
5093.0, -15.890513
5139.0, -16.208370
5186.0, -16.547994
5232.0, -16.893025
5280.0, -17.263166
5327.0, -17.630963
5376.0, -18.013227
5424.0, -18.377716
5473.0, -18.728450
5523.0, -19.050707
5573.0, -19.322623
5623.0, -19.530897
5674.0, -19.667423
5725.0, -19.722331
5777.0, -19.696075
5829.0, -19.595280
5882.0, -19.429741
5935.0, -19.217341
5988.0, -18.974610
6042.0, -18.711257
6097.0, -18.439283
6152.0, -18.173456
6208.0, -17.916348
6264.0, -17.677693
6320.0, -17.460314
6378.0, -17.259062
6435.0, -17.085340
6493.0, -16.932687
6552.0, -16.801477
6611.0, -16.693326
6671.0, -16.605535
6731.0, -16.538543
6792.0, -16.490066
6853.0, -16.459645
6915.0, -16.445413
6978.0, -16.446262
7041.0, -16.460554
7104.0, -16.486226
7169.0, -16.522384
7233.0, -16.565231
7299.0, -16.614368
7365.0, -16.665798
7431.0, -16.716695
7498.0, -16.764895
7566.0, -16.807269
7635.0, -16.840599
7704.0, -16.861534
7773.0, -16.867859
7843.0, -16.857670
7914.0, -16.829223
7986.0, -16.781480
8058.0, -16.715233
8131.0, -16.630456
8204.0, -16.529848
8278.0, -16.414099
8353.0, -16.285379
8429.0, -16.146137
8505.0, -16.000872
8582.0, -15.850235
8659.0, -15.698494
8737.0, -15.545722
8816.0, -15.393689
8896.0, -15.243898
8976.0, -15.099354
9057.0, -14.959106
9139.0, -14.823875
9222.0, -14.694187
9305.0, -14.571820
9389.0, -14.455371
9474.0, -14.344929
9560.0, -14.240487
9646.0, -14.143056
9733.0, -14.051253
9821.0, -13.964909
9910.0, -13.883824
10000.0, -13.807779
10090.0, -13.737294
10181.0, -13.671263
10273.0, -13.609456
10366.0, -13.551644
10459.0, -13.498155
10554.0, -13.447620
10649.0, -13.400900
10746.0, -13.356810
10843.0, -13.316069
10941.0, -13.278029
11039.0, -13.242865
11139.0, -13.209704
11240.0, -13.178767
11341.0, -13.150185
11444.0, -13.123260
11547.0, -13.098394
11652.0, -13.074986
11757.0, -13.053377
11863.0, -13.033234
11970.0, -13.014465
12079.0, -12.996826
12188.0, -12.980560
12298.0, -12.965420
12409.0, -12.951335
12521.0, -12.938239
12634.0, -12.926068
12748.0, -12.914764
12863.0, -12.904272
12980.0, -12.894459
13097.0, -12.885445
13215.0, -12.877098
13335.0, -12.869311
13455.0, -12.862177
13577.0, -12.855536
13699.0, -12.849464
13823.0, -12.843827
13948.0, -12.838645
14074.0, -12.833889
14201.0, -12.829531
14330.0, -12.825515
14459.0, -12.821879
14590.0, -12.818543
14722.0, -12.815514
14855.0, -12.812771
14989.0, -12.810294
15124.0, -12.808066
15261.0, -12.806055
15399.0, -12.804262
15538.0, -12.802671
15678.0, -12.801267
15820.0, -12.800028
15963.0, -12.798951
16107.0, -12.798025
16253.0, -12.797231
16399.0, -12.796570
16548.0, -12.796019
16697.0, -12.795580
16848.0, -12.795236
17000.0, -12.794983
17154.0, -12.794811
17309.0, -12.794713
17465.0, -12.794681
17623.0, -12.794709
17782.0, -12.794790
17943.0, -12.794919
18105.0, -12.795087
18269.0, -12.795292
18434.0, -12.795525
18600.0, -12.795783
18768.0, -12.796060
18938.0, -12.796353
19109.0, -12.796656
19282.0, -12.796966
19456.0, -12.797276
19632.0, -12.797586
19809.0, -12.797889
19988.0, -12.798183
20169.0, -12.798466
20351.0, -12.798732
20535.0, -12.798980
20720.0, -12.799206
20908.0, -12.799409
21096.0, -12.799585
21287.0, -12.799733
21479.0, -12.799850
21673.0, -12.799934
21869.0, -12.799985
22067.0, -200.000000
22266.0, -200.000000
22467.0, -200.000000
22670.0, -200.000000
22875.0, -200.000000
23082.0, -200.000000
23290.0, -200.000000
23501.0, -200.000000
23713.0, -200.000000
23927.0, -200.000000
24144.0, -200.000000
24362.0, -200.000000
24582.0, -200.000000
24804.0, -200.000000
25028.0, -200.000000
25254.0, -200.000000
25482.0, -200.000000
25713.0, -200.000000
25945.0, -200.000000
26179.0, -200.000000
26416.0, -200.000000
26655.0, -200.000000
26895.0, -200.000000
27138.0, -200.000000
27384.0, -200.000000
27631.0, -200.000000
27881.0, -200.000000
28133.0, -200.000000
28387.0, -200.000000
28643.0, -200.000000
28902.0, -200.000000
29163.0, -200.000000
29427.0, -200.000000
29693.0, -200.000000
29961.0, -200.000000
30232.0, -200.000000
30505.0, -200.000000
30780.0, -200.000000
31059.0, -200.000000
31339.0, -200.000000
31622.0, -200.000000
31908.0, -200.000000
32196.0, -200.000000
32487.0, -200.000000
32781.0, -200.000000
33077.0, -200.000000
33376.0, -200.000000
33677.0, -200.000000
33982.0, -200.000000
34289.0, -200.000000
34598.0, -200.000000
34911.0, -200.000000
35226.0, -200.000000
35545.0, -200.000000
35866.0, -200.000000
36190.0, -200.000000
36517.0, -200.000000
36847.0, -200.000000
37180.0, -200.000000
37516.0, -200.000000
37855.0, -200.000000
38197.0, -200.000000
38542.0, -200.000000
38890.0, -200.000000
39241.0, -200.000000
39596.0, -200.000000
39954.0, -200.000000
40315.0, -200.000000
40679.0, -200.000000
41046.0, -200.000000
41417.0, -200.000000
41792.0, -200.000000
42169.0, -200.000000
42550.0, -200.000000
42935.0, -200.000000
43323.0, -200.000000
43714.0, -200.000000
44109.0, -200.000000
44507.0, -200.000000
44910.0, -200.000000
45315.0, -200.000000
45725.0, -200.000000
46138.0, -200.000000
46555.0, -200.000000
46975.0, -200.000000
47400.0, -200.000000
47828.0, -200.000000
48260.0, -200.000000
48696.0, -200.000000
49136.0, -200.000000
49580.0, -200.000000
50028.0, -200.000000
50480.0, -200.000000
50936.0, -200.000000
51396.0, -200.000000
51861.0, -200.000000
52329.0, -200.000000
52802.0, -200.000000
53279.0, -200.000000
53761.0, -200.000000
54246.0, -200.000000
54737.0, -200.000000
55231.0, -200.000000
55730.0, -200.000000
56234.0, -200.000000
56742.0, -200.000000
57254.0, -200.000000
57772.0, -200.000000
58294.0, -200.000000
58820.0, -200.000000
59352.0, -200.000000
59888.0, -200.000000
60429.0, -200.000000
60975.0, -200.000000
61526.0, -200.000000
62082.0, -200.000000
62643.0, -200.000000
63209.0, -200.000000
63780.0, -200.000000
64356.0, -200.000000
64938.0, -200.000000
65524.0, -200.000000
66116.0, -200.000000
66714.0, -200.000000
67317.0, -200.000000
67925.0, -200.000000
68538.0, -200.000000
69158.0, -200.000000
69783.0, -200.000000
70413.0, -200.000000
71049.0, -200.000000
71691.0, -200.000000
72339.0, -200.000000
72993.0, -200.000000
73652.0, -200.000000
74317.0, -200.000000
74989.0, -200.000000
75666.0, -200.000000
76350.0, -200.000000
77040.0, -200.000000
77736.0, -200.000000
78438.0, -200.000000
79147.0, -200.000000
79862.0, -200.000000
80584.0, -200.000000
81312.0, -200.000000
82046.0, -200.000000
82788.0, -200.000000
83536.0, -200.000000
84291.0, -200.000000
85052.0, -200.000000
85821.0, -200.000000
86596.0, -200.000000
87378.0, -200.000000
88168.0, -200.000000
88964.0, -200.000000
89768.0, -200.000000
90579.0, -200.000000
91398.0, -200.000000
92223.0, -200.000000
93057.0, -200.000000
93897.0, -200.000000
94746.0, -200.000000
95602.0, -200.000000
96466.0, -200.000000
97337.0, -200.000000
98217.0, -200.000000
99104.0, -200.000000
