"Frequency", "Magnitude"
1459.0, -5.600000
1472.0, -5.600000
1485.0, -5.600000
1498.0, -5.600000
1512.0, -5.600000
1526.0, -5.600000
1539.0, -5.600000
1553.0, -5.600000
1567.0, -5.600000
1582.0, -5.600000
1596.0, -5.600000
1610.0, -5.600000
1625.0, -5.600000
1639.0, -5.600000
1654.0, -5.600000
1669.0, -5.600000
1684.0, -5.600000
1700.0, -5.600000
1715.0, -5.600000
1730.0, -5.600000
1746.0, -5.600000
1762.0, -5.600000
1778.0, -5.600000
1794.0, -5.600000
1810.0, -5.600000
1826.0, -5.600000
1843.0, -5.600000
1860.0, -5.600000
1876.0, -5.600000
1893.0, -5.600000
1910.0, -5.600000
1928.0, -5.600000
1945.0, -5.600000
1963.0, -5.600000
1980.0, -5.600000
1998.0, -5.600000
2016.0, -5.600000
2035.0, -5.600000
2053.0, -5.600000
2072.0, -5.600000
2090.0, -5.600000
2109.0, -5.600000
2128.0, -5.600000
2147.0, -5.600000
2167.0, -5.600000
2186.0, -5.600000
2206.0, -5.600000
2226.0, -5.600000
2246.0, -5.600000
2267.0, -5.600000
2287.0, -5.600000
2308.0, -5.600000
2329.0, -5.600000
2350.0, -5.600000
2371.0, -5.600000
2392.0, -5.600000
2414.0, -5.600000
2436.0, -5.600000
2458.0, -5.600000
2480.0, -5.600000
2502.0, -5.600000
2525.0, -5.600000
2548.0, -5.600000
2571.0, -5.600000
2594.0, -5.600000
2617.0, -5.600000
2641.0, -5.600000
2665.0, -5.600000
2689.0, -5.600000
2713.0, -5.600000
2738.0, -5.600000
2763.0, -5.600000
2788.0, -5.600000
2813.0, -5.600000
2838.0, -5.600000
2864.0, -5.600000
2890.0, -5.600000
2916.0, -5.600000
2942.0, -5.600000
2969.0, -5.600000
2996.0, -5.600000
3023.0, -5.600000
3050.0, -5.600000
3078.0, -5.600000
3105.0, -5.600000
3133.0, -5.600000
3162.0, -5.600000
3190.0, -5.600000
3219.0, -5.600000
3248.0, -5.600000
3278.0, -5.600000
3307.0, -5.600000
3337.0, -5.600000
3367.0, -5.600000
3398.0, -5.600000
3428.0, -5.600000
3459.0, -5.600000
3491.0, -5.600000
3522.0, -5.600000
3554.0, -5.600000
3586.0, -5.600000
3619.0, -5.600000
3651.0, -5.600000
3684.0, -5.600000
3718.0, -5.600000
3751.0, -5.600000
3785.0, -5.600000
3819.0, -5.600000
3854.0, -5.600000
3889.0, -5.600000
3924.0, -5.600000
3959.0, -5.600000
3995.0, -5.600000
4031.0, -5.600000
4067.0, -5.600000
4104.0, -5.600000
4141.0, -5.600000
4179.0, -5.600000
4216.0, -5.600000
4255.0, -5.600000
4293.0, -5.600000
4332.0, -5.600000
4371.0, -5.600000
4410.0, -5.600000
4450.0, -5.600000
4491.0, -5.600000
4531.0, -5.600000
4572.0, -5.600000
4613.0, -5.600000
4655.0, -5.600000
4697.0, -5.600000
4740.0, -5.600000
4782.0, -5.600000
4826.0, -5.600000
4869.0, -5.600000
4913.0, -5.600000
4958.0, -5.600000
5002.0, -5.600000
5048.0, -5.600000
5093.0, -5.600000
5139.0, -5.600000
5186.0, -5.600000
5232.0, -5.600000
5280.0, -5.600000
5327.0, -5.600000
5376.0, -5.600000
5424.0, -5.600000
5473.0, -5.600000
5523.0, -5.600000
5573.0, -5.600000
5623.0, -5.600000
5674.0, -5.600000
5725.0, -5.600000
5777.0, -5.600000
5829.0, -5.600000
5882.0, -5.600000
5935.0, -5.600000
5988.0, -5.600000
6042.0, -5.600000
6097.0, -5.600000
6152.0, -5.600000
6208.0, -5.600000
6264.0, -5.600000
6320.0, -5.600000
6378.0, -5.600000
6435.0, -5.600000
6493.0, -5.600000
6552.0, -5.600000
6611.0, -5.600000
6671.0, -5.600000
6731.0, -5.600000
6792.0, -5.600000
6853.0, -5.600000
6915.0, -5.600000
6978.0, -5.600000
7041.0, -5.600000
7104.0, -5.600000
7169.0, -5.600000
7233.0, -5.600000
7299.0, -5.600000
7365.0, -5.600000
7431.0, -5.600000
7498.0, -5.600000
7566.0, -5.600000
7635.0, -5.600000
7704.0, -5.600000
7773.0, -5.600000
7843.0, -5.600000
7914.0, -5.600000
7986.0, -5.600000
8058.0, -5.600000
8131.0, -5.600000
8204.0, -5.600000
8278.0, -5.600000
8353.0, -5.600000
8429.0, -5.600000
8505.0, -5.600000
8582.0, -5.600000
8659.0, -5.600000
8737.0, -5.600000
8816.0, -5.600000
8896.0, -5.600000
8976.0, -5.600000
9057.0, -5.600000
9139.0, -5.600000
9222.0, -5.600000
9305.0, -5.600000
9389.0, -5.600000
9474.0, -5.600000
9560.0, -5.600000
9646.0, -5.600000
9733.0, -5.600000
9821.0, -5.600000
9910.0, -5.600000
10000.0, -5.600000
10090.0, -5.600000
10181.0, -5.600000
10273.0, -5.600000
10366.0, -5.600000
10459.0, -5.600000
10554.0, -5.600000
10649.0, -5.600000
10746.0, -5.600000
10843.0, -5.600000
10941.0, -5.600000
11039.0, -5.600000
11139.0, -5.600000
11240.0, -5.600000
11341.0, -5.600000
11444.0, -5.600000
11547.0, -5.600000
11652.0, -5.600000
11757.0, -5.600000
11863.0, -5.600000
11970.0, -5.600000
12079.0, -5.600000
12188.0, -5.600000
12298.0, -5.600000
12409.0, -5.600000
12521.0, -5.600000
12634.0, -5.600000
12748.0, -5.600000
12863.0, -5.600000
12980.0, -5.600000
13097.0, -5.600000
13215.0, -5.600000
13335.0, -5.600000
13455.0, -5.600000
13577.0, -5.600000
13699.0, -5.600000
13823.0, -5.600000
13948.0, -5.600000
14074.0, -5.600000
14201.0, -5.600000
14330.0, -5.600000
14459.0, -5.600000
14590.0, -5.600000
14722.0, -5.600000
14855.0, -5.600000
14989.0, -5.600000
15124.0, -5.600000
15261.0, -5.600000
15399.0, -5.600000
15538.0, -5.600000
15678.0, -5.600000
15820.0, -5.600000
15963.0, -5.600000
16107.0, -5.600000
16253.0, -5.600000
16399.0, -5.600000
16548.0, -5.600000
16697.0, -5.600000
16848.0, -5.600000
17000.0, -5.600000
17154.0, -5.600000
17309.0, -5.600000
17465.0, -5.600000
17623.0, -5.600000
17782.0, -5.600000
17943.0, -5.600000
18105.0, -5.600000
18269.0, -5.600000
18434.0, -5.600000
18600.0, -5.600000
18768.0, -5.600000
18938.0, -5.600000
19109.0, -5.600000
19282.0, -5.600000
19456.0, -5.600000
19632.0, -5.600000
19809.0, -5.600000
19988.0, -5.600000
20169.0, -5.600000
20351.0, -5.600000
20535.0, -5.600000
20720.0, -5.600000
20908.0, -5.600000
21096.0, -5.600000
21287.0, -5.600000
21479.0, -5.600000
21673.0, -5.600000
21869.0, -5.600000
22067.0, -200.000000
22266.0, -200.000000
22467.0, -200.000000
22670.0, -200.000000
22875.0, -200.000000
23082.0, -200.000000
23290.0, -200.000000
23501.0, -200.000000
23713.0, -200.000000
23927.0, -200.000000
24144.0, -200.000000
24362.0, -200.000000
24582.0, -200.000000
24804.0, -200.000000
25028.0, -200.000000
25254.0, -200.000000
25482.0, -200.000000
25713.0, -200.000000
25945.0, -200.000000
26179.0, -200.000000
26416.0, -200.000000
26655.0, -200.000000
26895.0, -200.000000
27138.0, -200.000000
27384.0, -200.000000
27631.0, -200.000000
27881.0, -200.000000
28133.0, -200.000000
28387.0, -200.000000
28643.0, -200.000000
28902.0, -200.000000
29163.0, -200.000000
29427.0, -200.000000
29693.0, -200.000000
29961.0, -200.000000
30232.0, -200.000000
30505.0, -200.000000
30780.0, -200.000000
31059.0, -200.000000
31339.0, -200.000000
31622.0, -200.000000
31908.0, -200.000000
32196.0, -200.000000
32487.0, -200.000000
32781.0, -200.000000
33077.0, -200.000000
33376.0, -200.000000
33677.0, -200.000000
33982.0, -200.000000
34289.0, -200.000000
34598.0, -200.000000
34911.0, -200.000000
35226.0, -200.000000
35545.0, -200.000000
35866.0, -200.000000
36190.0, -200.000000
36517.0, -200.000000
36847.0, -200.000000
37180.0, -200.000000
37516.0, -200.000000
37855.0, -200.000000
38197.0, -200.000000
38542.0, -200.000000
38890.0, -200.000000
39241.0, -200.000000
39596.0, -200.000000
39954.0, -200.000000
40315.0, -200.000000
40679.0, -200.000000
41046.0, -200.000000
41417.0, -200.000000
41792.0, -200.000000
42169.0, -200.000000
42550.0, -200.000000
42935.0, -200.000000
43323.0, -200.000000
43714.0, -200.000000
44109.0, -200.000000
44507.0, -200.000000
44910.0, -200.000000
45315.0, -200.000000
45725.0, -200.000000
46138.0, -200.000000
46555.0, -200.000000
46975.0, -200.000000
47400.0, -200.000000
47828.0, -200.000000
48260.0, -200.000000
48696.0, -200.000000
49136.0, -200.000000
49580.0, -200.000000
50028.0, -200.000000
50480.0, -200.000000
50936.0, -200.000000
51396.0, -200.000000
51861.0, -200.000000
52329.0, -200.000000
52802.0, -200.000000
53279.0, -200.000000
53761.0, -200.000000
54246.0, -200.000000
54737.0, -200.000000
55231.0, -200.000000
55730.0, -200.000000
56234.0, -200.000000
56742.0, -200.000000
57254.0, -200.000000
57772.0, -200.000000
58294.0, -200.000000
58820.0, -200.000000
59352.0, -200.000000
59888.0, -200.000000
60429.0, -200.000000
60975.0, -200.000000
61526.0, -200.000000
62082.0, -200.000000
62643.0, -200.000000
63209.0, -200.000000
63780.0, -200.000000
64356.0, -200.000000
64938.0, -200.000000
65524.0, -200.000000
66116.0, -200.000000
66714.0, -200.000000
67317.0, -200.000000
67925.0, -200.000000
68538.0, -200.000000
69158.0, -200.000000
69783.0, -200.000000
70413.0, -200.000000
71049.0, -200.000000
71691.0, -200.000000
72339.0, -200.000000
72993.0, -200.000000
73652.0, -200.000000
74317.0, -200.000000
74989.0, -200.000000
75666.0, -200.000000
76350.0, -200.000000
77040.0, -200.000000
77736.0, -200.000000
78438.0, -200.000000
79147.0, -200.000000
79862.0, -200.000000
80584.0, -200.000000
81312.0, -200.000000
82046.0, -200.000000
82788.0, -200.000000
83536.0, -200.000000
84291.0, -200.000000
85052.0, -200.000000
85821.0, -200.000000
86596.0, -200.000000
87378.0, -200.000000
88168.0, -200.000000
88964.0, -200.000000
89768.0, -200.000000
90579.0, -200.000000
91398.0, -200.000000
92223.0, -200.000000
93057.0, -200.000000
93897.0, -200.000000
94746.0, -200.000000
95602.0, -200.000000
96466.0, -200.000000
97337.0, -200.000000
98217.0, -200.000000
99104.0, -200.000000
